User Name,Title,Rating,Time,Country,Content
Sam M,Experience Orange Bank décevante,2,09/25/23,FR,"Je souhaite partager mon expérience récente avec Orange Bank. J'ai été confronté à un problème de transaction lié à un achat sur le site d'ASOS. Malheureusement, la commande que j'avais passée n'a jamais été remboursé, ce qui m'a conduit à contester la transaction auprès de ma banque.J'ai suivi toutes les procédures requises et fourni à la banque toutes les preuves nécessaires de la transaction contestée, y compris les communications infructueuses avec le vendeur et la facture d'achat. Initialement, ma banque a procédé à un remboursement du montant de la transaction, ce que j'ai apprécié.Cependant, récemment, ma banque a tenté de récupérer ce remboursement, invoquant des justificatifs fournis par la banque du commerçant. Je suis très déçu par cette approche, car en tant que consommateur, je m'attends à être protégé par ma banque dans de telles situations.Je trouve cette situation très frustrante, car je me retrouve au milieu d'un différend entre ma banque et la banque du commerçant, sans que mes droits et mes intérêts en tant que consommateur soient correctement pris en compte. Je pense que la gestion de cette affaire aurait pu être plus transparente et équitable.Je compte sur Orange Bank pour réexaminer cette situation et prendre les mesures nécessaires pour résoudre ce litige de manière juste et satisfaisante. J'espère que cela servira également à améliorer les procédures de traitement des réclamations et à offrir un meilleur service aux clients à l'avenir.[ ref:_00D58asry._500085HANGS:ref] voici la reference de l'e-mail reçu a ce jour."
Robin,Je suis très étonné de tous ces avis…,1,09/05/23,FR,"Je suis très étonné de tous ces avis positifs.Pour ma part j'ai eu une expérience à peine croyable avec cette banque.Je m'y suis inscrit, au bout d'un mois je n'ai plus eu accès à mon compte en ligne à cause d'une multitude de bug en tout genre.Après avoir contacté le service client 5 fois je n'ai jamais obtenu de solution à mon problème.J'ai demandé à récupérer mon argent sur un compte externe et à clôturer mon compte et Orange Bank à simplement clôturé mon compte sans me rendre mon argent."
patrice,Disponibilité et professionnalisme,5,09/02/23,FR,J'ai ressenti chez le conseiller une vraie volonté de satisfaire ma demande
Aurelie Ruchaud,A l'écoute,5,09/01/23,FR,"A l'écoute, toujours a penser au client et beaucoup de respect. Je ne suis pas déçu d'être allé chez Orange bank pour notre crédit."
Matéo Lechevallier,Tres bien,5,10/11/23,FR,"Parfait, a l'ecoute"
Morad,Banque très réactive !,5,09/22/23,FR,Banque très réactive !Service Client supérieur aux autres banques en ligne.
huyet ,Très bon accueil au téléphone,5,10/04/23,FR,
Chris,"Rapide, simple et efficace",5,10/07/23,FR,Traitement rapide de ma demandeBonne compréhension de mon interlocuteur
Bassim Guechi,Mauvais expérience,2,09/29/23,FR,"Les dépôts de cartes sont réduit par mois , l’es transactions sont mis à jours 3j après franchement a fuir"
Mito La,J’ai ouvert le compte début juillet Sale voleur,1,09/14/23,FR,"J’ai ouvert le compte début juillet, la conseillère du magasin avec qui j’achète mon iPhone me fait des éloges leurs concernant.J’ouvre le compte donc,Je dépose un chèque le 7 juillet, le 17 juillet la somme est crédité sur mon compte, super je vais pouvoir utiliser mon dû, la même journée, la même somme est retirée du compte alors que mon amie qui m’a donné le chèque est débité le 17 juillet, j’appelle et on me dit qu’on doit vérifier l’approvisionnement, je leur explique que mon amie a été débité, la conseillère est impuissante, tout le mois d’août j’appelle mais tjrs là même chanson, début septembre une conseillère me dit que la situation s’arrange, à ce jour on est le 14 septembre j’appelle Orange Bank et on me dit de patienter encore un peu, il travaille avec mon argent, je paye 7€99 depuis juillet tous les mois pour un compte inutilisable. Totalement des voleurs… Des vrais enfoi… ( excusez moi du terme mais j’ai 2000€ qui se balade chez eux…)Les banques françaises vont très mal, la preuve est là.Allez chez Boursorama (compte en ligne gratuit) qui est intégré dans une grosse banque française. J’ai eu la même démarche chez Boursorama, j’ai déposé un chèque pour une somme plus importante et la somme était versé dans la semaine. Bref fuyez orange bank."
France,j'ai obtenu toutes les réponses à mes…,5,09/25/23,FR,j'ai obtenu toutes les réponses à mes questions
nazim ait yahia,La professionalisme et la patience des…,5,09/23/23,FR,La professionalisme et la patience des conseillers.
Stéphanie Golliez,Orange bank banques au top conseillé à…,5,10/16/23,FR,Orange bank banques au top conseillé à l écoute
Eric BENESSE,Continuez comme cela !,5,10/07/23,FR,
Folly,A l'écoute et trouve rapidement des…,5,09/28/23,FR,A l'écoute et trouve rapidement des solutions.
Joël Trevisan,Facilité de mise en oeuvre,5,10/04/23,FR,
Maxime Nourrisseau,Service client joignable mais ne peut…,1,09/05/23,FR,"Service client joignable mais ne peut rien faire. Ceux qui peuvent agir sur le compte sont dans l'ombre et se prennent pour des rois. On peut toujours demander une modification de plafond ou de découvert, deux solutions... ils ont accepté (ouf) ou ils refusent comme pour les 95% des cas. Et sans explication, ah si.. une explication mais c'est la meme pour tout le monde et tous sujets : ils n'ont pas à s'expliquer de leur décision.  C'est votre compte mais ce sont eux qui decident de tout et vous ne pouvez rien faire."
BENAMMAR,efficacitedu service apres vente,5,10/21/23,FR,
joelle klein,parfait,5,10/10/23,FR,"Facilité d'accès téléphonique, efficace et clair dans les explications Parfait"
Sophie Dacosta,Problème de connexion,5,09/02/23,FR,On m a rappelé et la personne a solutionner mon problème
Lutte,A fuire,1,09/22/23,FR,"A fuire ! Une banque qui bloque votre compte a cause d’un virement, décide de le fermer sous 8 jours et 15 jours plutard aucune réponse pour vous restituer vos fonds !!"
Philibert JG,Rapide pas de gens qui ne servent à pas…,5,09/23/23,FR,Rapide pas de gens qui ne servent à pas grand chose sauf à prendre de l argent tous les ans pour Quoi ? Les enrichir
Francois RAGUIN,Parfait,5,09/25/23,FR,Parfait depuis ma souscription rien à signaler
Davy,Banque en ligne,5,09/25/23,FR,"Banque en ligne, sans chichis.Adopter depuis une année"
cliente,Facile à contacter,5,09/26/23,FR,Rapide et facile à contacter.Service client top!!
Daniel F,Très bonne appli,5,09/23/23,FR,"Aucun souci lors de l'utilisation de la carte, appli excellente."
PAULETTI,Changement rapide de Livebox,5,08/31/23,FR,"Changement rapide de Livebox, rdv dans de bonnes conditions."
KERRY VERSAILLES,Service haute game.,5,09/30/23,FR,Attentifs à l'écoute rien n'a dire
Marie Jose Escanez,Efficace et patient,5,09/05/23,FR,Efficace et patient. Professionnel. Échanges très agréables.
Francesca Martinetti,C une honte cette banque n’y aller pas…,1,09/12/23,FR,C une honte cette banque n’y aller pas !car même un plafond de carte bancaire il ne vous accepte pas …et vous ne pouvez pas utiliser votre argent comme vous le souhaitez une honte
Nicole ,Deces de mon fils credit solde,5,09/29/23,FR,Tres rapide pour stopper le  credit
Laurent Delarue,Satisfaisant,5,09/01/23,FR,Très bonne écoute de la conseillère et problème réglé très rapidement
Comtois Kevin,Au top merci  a l'équipe Leclerc…,5,09/06/23,RE,Au top merci  a l'équipe Leclerc portail 👍
Merzak Mohamed,Chat en ligne très rapide,5,09/08/23,FR,Très satisfait mon problème était pris en charge tout de suite merci.
Charlotte Lagorce,Très bien,5,09/09/23,FR,"Très bien,  prise en charge rapide et problème résolu"
MARY RJ,Accueil téléphonique excellent de la…,5,09/14/23,FR,"Accueil téléphonique excellent de la part de MARINE, écoute, professionalisme, efficacité, rapidité, respect. Rien à redire."
Claudine,Problème résolution très rapidement et…,5,09/18/23,FR,Problème résolution très rapidement et avec une conseillère attentive et impliqué
Hélène,"Aucune considération client, mon avis est posté le 1/09/23 pour un souci qui dure depuis août 2022",1,09/01/23,FR,"J’ai rencontré un souci avec ma CB visa à partir d’août 2022 ( pour les paiements en ligne) j’ai effectué de nombreux appels durant lesquels les conseillers ont fait leur job correctement et ont envoyé à plusieurs reprises mon dossier au service supérieur car ils ne trouvaient pas l’issue. Aucune réponse, j’ai donc dû relancer plusieurs fois. Le souci persistait et nous sommes en oct 2022 lorsque je reçois un mail indiquant « votre numéro de téléphone est bien pris en compte, vous ne devriez pas rencontrer de souci, je vous invite à voir avec le commerçant » Mail assez drôle car ce problème je l’ai eu chez tous les commerçants (mc do, Leclerc, cultura, Intermarché, …) c’est un travail fastidieux qu’on me demande alors que le souci vient de chez eux. Et de plus les conseillers précédents ont noté tout cela et ont en amont vérifié que mon numéro de téléphone était ok etc…. Bref, j’apporte une réponse à ce mail et bien entendu aucune retour de leur part. Nov 2022 j’envoie un courrier en AR expliquant les soucis et demandant également la procédure de résiliation : aucune réponse + des réclamations envoyées depuis mon espace restées sans réponse aussi. J’ai de nouveau dû appeler pour pouvoir avoir la réponse à ma demande de résiliation notamment. Le souci existe toujours mais je ne me sers plus de ce compte, j’ai dû ouvrir un compte ailleurs pour pouvoir avoir une carte fonctionnelle aussi bien en ligne que physiquement.Les conseillers qui répondent font bien leur travail, c’est plus haut où il y’a souci : Aucune considération des clients depuis ce passage Orange Bank. De base je suis une cliente Groupama banque et tout se passait très bien puis orange bank est arrivée. Pas étonnée de la fermeture annoncée vu les soucis de compétences. Aucun besoin de vous déconseiller étant donné que cela va fermer."
plansson xavier,Vieux tel poubelle,3,09/27/23,FR,Merci de penser aux vieux tel (android version 6)Pas d appli dispo
Oxyjen Motion Oxyjen,Contact rapide,5,09/19/23,FR,"Contact rapide, efficace et totalement satisfait dans ma demande."
Dominique Bouvard,Accueil agréable et résolution de mon…,5,09/12/23,FR,Accueil agréable et résolution de mon problème rapidement.Merci.
Jean-marie Malignon,"lien ""humain"" pertinent et ""rassurant""",5,10/09/23,FR,"lien ""humain"" pertinent et ""rassurant""excellent interlocuteur compréhensif"
Pascal Pretat,Très bon conseiller qui connait son…,5,08/30/23,FR,Très bon conseiller qui connait son métier temps d'attente trés court ce qui est très agréable RAS
Corvasce,Annulation transfert,5,09/05/23,CH,Personne de contact très serviable et très efficace.
Consumer,Satisfaction,5,09/23/23,FR,Je n'ai pas eu de problème dans les transactions
Gato Negro,Efficacité,5,09/05/23,FR,"Très bon accueil, direct,réactif,"
rachida dahaoui,Accompagnement de qualité,5,10/02/23,RE,L accompagnement et les informations utiles et efficace
Didier Barthelet,très bon accueil et patience du…,5,10/01/23,FR,très bon accueil et patience du conseiller
Xavier Sers,Erreur sur application Orange banck,5,08/29/23,FR,L'erreur a été très vite résolu  suite à mon tchat avec le conseillé
M FRANCOISE ESCURIGNAN,conseil et aide présente . merci a vous,5,09/08/23,FR,j avais besoin de conseils et aide présente de la part d orange bank . merci a vous
Stirn Jacques,Très satisfaisant,4,08/31/23,FR,Les conseils via un véritable téléconseiller ont permis de solutionner ma problématique
