id,User Name,Title,Rating,Time,Country,Content,emotion_label,emotion_prob
95,Leclerc,aucun soucis avec cette banque,5,08/10/2023,France,"aucun soucis avec cette banque, une des moins chères du marche et une écoute client au top",très positif,82.17
96,Olivier,L'experte a été parfaite,5,19/09/2023,France,"L'expert, Stéphanie a su répondre à ma demande rapidement et parfaitement malgré une erreur de ma part.",positif,52.42
97,Patrick Coiffard,OB déjà là banque du futur,5,30/08/2023,France,Du répondant aux questions .De la réactivité Des services efficaces Une application super efficace Bref que du bon,très positif,82.81
98,Catherine ,Assistance en ligne,5,11/10/2023,France,"Rapide, clair et efficace",très positif,64.08
99,AMICHIA Aimé,Alimenter ma carte pour un achat urgent,5,01/09/2023,France,"Je devais faire un paiement pour mon site internet. Il fallait à tout prix alimenter mon compte orange, ce que j'ai réussi à faire grace à ma carte en moins de deux minutes",très positif,28.68
100,Mouzaoui,J'apprécie la rapidité des virements…,5,27/09/2023,France,J'apprécie la rapidité des virements entre moi et mes enfants,positif,49.33
101,Client,Demande de résiliation,5,14/09/2023,France,"Demande de résiliation prise en compte fcilement sans forcer le client à garder sa souscription, respect de la rétractation d'ahésion",positif,46.61
102,Magali Carbonell,Contact difficile à établir mais au top,4,09/09/2023,France,"Un peu difficile de trouver le chemin pour avec un contact avec un humain. Mais une fois le contact établit, la conseillère a été très aimable, facilitante.",positif,62.84
103,Julie Lievore,3 semaines que orange bank a clôturer…,1,21/09/2023,France,"3 semaines que orange bank a clôturer mon compte en banque sans me prévenir 3 semaines que j essai de récupérer mon argent... en vain...chaque jour un conseiller different qui me raconte ce qu il veut, puisque ils ne comprennent rien au dossier  ... dommage qu il n y ai pas 0 étoiles.",très négatif,59.72
104,Alkintor Frantz,Sans Frontières,4,12/09/2023,Martinique,Vous remaquable vous m'aviez changer la vie Service clients parfaitExpert exceptionnel merci,très positif,79.71
105,Lena El Malki,Honteux - a fuir,1,05/09/2023,France,Le service client d’Orange bank est inexistant ! Il est impossible de joindre le moindre être humain en ligne ou même par téléphone. N’ayant pas de point de vente physique ils vous renvoient systématiquement sur l’appli ou un robot dialogue avec vous.,très négatif,87.4
106,Sam M,Experience Orange Bank décevante,2,25/09/2023,France,"Je souhaite partager mon expérience récente avec Orange Bank. J'ai été confronté à un problème de transaction lié à un achat sur le site d'ASOS. Malheureusement, la commande que j'avais passée n'a jamais été remboursé, ce qui m'a conduit à contester la transaction auprès de ma banque.J'ai suivi toutes les procédures requises et fourni à la banque toutes les preuves nécessaires de la transaction contestée, y compris les communications infructueuses avec le vendeur et la facture d'achat. Initialement, ma banque a procédé à un remboursement du montant de la transaction, ce que j'ai apprécié.Cependant, récemment, ma banque a tenté de récupérer ce remboursement, invoquant des justificatifs fournis par la banque du commerçant. Je suis très déçu par cette approche, car en tant que consommateur, je m'attends à être protégé par ma banque dans de telles situations.Je trouve cette situation très frustrante, car je me retrouve au milieu d'un différend entre ma banque et la banque du commerçant, sans que mes droits et mes intérêts en tant que consommateur soient correctement pris en compte. Je pense que la gestion de cette affaire aurait pu être plus transparente et équitable.Je compte sur Orange Bank pour réexaminer cette situation et prendre les mesures nécessaires pour résoudre ce litige de manière juste et satisfaisante. J'espère que cela servira également à améliorer les procédures de traitement des réclamations et à offrir un meilleur service aux clients à l'avenir.[ ref:_00D58asry._500085HANGS:ref] voici la reference de l'e-mail reçu a ce jour.",négatif,36.44
107,Robin,Je suis très étonné de tous ces avis…,1,05/09/2023,France,"Je suis très étonné de tous ces avis positifs.Pour ma part j'ai eu une expérience à peine croyable avec cette banque.Je m'y suis inscrit, au bout d'un mois je n'ai plus eu accès à mon compte en ligne à cause d'une multitude de bug en tout genre.Après avoir contacté le service client 5 fois je n'ai jamais obtenu de solution à mon problème.J'ai demandé à récupérer mon argent sur un compte externe et à clôturer mon compte et Orange Bank à simplement clôturé mon compte sans me rendre mon argent.",très négatif,79.85
108,patrice,Disponibilité et professionnalisme,5,02/09/2023,France,J'ai ressenti chez le conseiller une vraie volonté de satisfaire ma demande,positif,47.02
109,Aurelie Ruchaud,A l'écoute,5,01/09/2023,France,"A l'écoute, toujours a penser au client et beaucoup de respect. Je ne suis pas déçu d'être allé chez Orange bank pour notre crédit.",très positif,67.74
110,Matéo Lechevallier,Tres bien,5,11/10/2023,France,"Parfait, a l'ecoute",très positif,79.63
111,Morad,Banque très réactive !,5,22/09/2023,France,Banque très réactive !Service Client supérieur aux autres banques en ligne.,très positif,64.58
113,Chris,"Rapide, simple et efficace",5,07/10/2023,France,Traitement rapide de ma demandeBonne compréhension de mon interlocuteur,positif,48.24
114,Bassim Guechi,Mauvais expérience,2,29/09/2023,France,"Les dépôts de cartes sont réduit par mois , l’es transactions sont mis à jours 3j après franchement a fuir",très négatif,88.31
115,Mito La,J’ai ouvert le compte début juillet Sale voleur,1,14/09/2023,France,"J’ai ouvert le compte début juillet, la conseillère du magasin avec qui j’achète mon iPhone me fait des éloges leurs concernant.J’ouvre le compte donc,Je dépose un chèque le 7 juillet, le 17 juillet la somme est crédité sur mon compte, super je vais pouvoir utiliser mon dû, la même journée, la même somme est retirée du compte alors que mon amie qui m’a donné le chèque est débité le 17 juillet, j’appelle et on me dit qu’on doit vérifier l’approvisionnement, je leur explique que mon amie a été débité, la conseillère est impuissante, tout le mois d’août j’appelle mais tjrs là même chanson, début septembre une conseillère me dit que la situation s’arrange, à ce jour on est le 14 septembre j’appelle Orange Bank et on me dit de patienter encore un peu, il travaille avec mon argent, je paye 7€99 depuis juillet tous les mois pour un compte inutilisable. Totalement des voleurs… Des vrais enfoi… ( excusez moi du terme mais j’ai 2000€ qui se balade chez eux…)Les banques françaises vont très mal, la preuve est là.Allez chez Boursorama (compte en ligne gratuit) qui est intégré dans une grosse banque française. J’ai eu la même démarche chez Boursorama, j’ai déposé un chèque pour une somme plus importante et la somme était versé dans la semaine. Bref fuyez orange bank.",très négatif,33.92
116,France,j'ai obtenu toutes les réponses à mes…,5,25/09/2023,France,j'ai obtenu toutes les réponses à mes questions,très positif,66.5
117,nazim ait yahia,La professionalisme et la patience des…,5,23/09/2023,France,La professionalisme et la patience des conseillers.,très positif,48.14
118,Stéphanie Golliez,Orange bank banques au top conseillé à…,5,16/10/2023,France,Orange bank banques au top conseillé à l écoute,très positif,68.23
120,Folly,A l'écoute et trouve rapidement des…,5,28/09/2023,France,A l'écoute et trouve rapidement des solutions.,positif,47.31
122,Maxime Nourrisseau,Service client joignable mais ne peut…,1,05/09/2023,France,"Service client joignable mais ne peut rien faire. Ceux qui peuvent agir sur le compte sont dans l'ombre et se prennent pour des rois. On peut toujours demander une modification de plafond ou de découvert, deux solutions... ils ont accepté (ouf) ou ils refusent comme pour les 95% des cas. Et sans explication, ah si.. une explication mais c'est la meme pour tout le monde et tous sujets : ils n'ont pas à s'expliquer de leur décision.  C'est votre compte mais ce sont eux qui decident de tout et vous ne pouvez rien faire.",très négatif,61.6
124,joelle klein,parfait,5,10/10/2023,France,"Facilité d'accès téléphonique, efficace et clair dans les explications Parfait",très positif,77.05
125,Sophie Dacosta,Problème de connexion,5,02/09/2023,France,On m a rappelé et la personne a solutionner mon problème,positif,33.72
126,Lutte,A fuire,1,22/09/2023,France,"A fuire ! Une banque qui bloque votre compte a cause d’un virement, décide de le fermer sous 8 jours et 15 jours plutard aucune réponse pour vous restituer vos fonds !!",très négatif,98.15
127,Philibert JG,Rapide pas de gens qui ne servent à pas…,5,23/09/2023,France,Rapide pas de gens qui ne servent à pas grand chose sauf à prendre de l argent tous les ans pour Quoi ? Les enrichir,très négatif,36.98
128,Francois RAGUIN,Parfait,5,25/09/2023,France,Parfait depuis ma souscription rien à signaler,très positif,84.64
129,Davy,Banque en ligne,5,25/09/2023,France,"Banque en ligne, sans chichis.Adopter depuis une année",très positif,71.43
130,cliente,Facile à contacter,5,26/09/2023,France,Rapide et facile à contacter.Service client top!!,très positif,69.82
131,Daniel F,Très bonne appli,5,23/09/2023,France,"Aucun souci lors de l'utilisation de la carte, appli excellente.",très positif,71.39
132,PAULETTI,Changement rapide de Livebox,5,31/08/2023,France,"Changement rapide de Livebox, rdv dans de bonnes conditions.",très positif,59.96
133,KERRY VERSAILLES,Service haute game.,5,30/09/2023,France,Attentifs à l'écoute rien n'a dire,très positif,57.59
134,Marie Jose Escanez,Efficace et patient,5,05/09/2023,France,Efficace et patient. Professionnel. Échanges très agréables.,très positif,59.28
135,Francesca Martinetti,C une honte cette banque n’y aller pas…,1,12/09/2023,France,C une honte cette banque n’y aller pas !car même un plafond de carte bancaire il ne vous accepte pas …et vous ne pouvez pas utiliser votre argent comme vous le souhaitez une honte,très négatif,95.9
136,Nicole ,Deces de mon fils credit solde,5,29/09/2023,France,Tres rapide pour stopper le  credit,très positif,51.33
137,Laurent Delarue,Satisfaisant,5,01/09/2023,France,Très bonne écoute de la conseillère et problème réglé très rapidement,très positif,55.13
138,Comtois Kevin,Au top merci  a l'équipe Leclerc…,5,06/09/2023,Réunion,Au top merci  a l'équipe Leclerc portail 👍,très positif,85.35
139,Merzak Mohamed,Chat en ligne très rapide,5,08/09/2023,France,Très satisfait mon problème était pris en charge tout de suite merci.,très positif,58.06
140,Charlotte Lagorce,Très bien,5,09/09/2023,France,"Très bien,  prise en charge rapide et problème résolu",très positif,58.27
141,MARY RJ,Accueil téléphonique excellent de la…,5,14/09/2023,France,"Accueil téléphonique excellent de la part de MARINE, écoute, professionalisme, efficacité, rapidité, respect. Rien à redire.",très positif,78.58
142,Claudine,Problème résolution très rapidement et…,5,18/09/2023,France,Problème résolution très rapidement et avec une conseillère attentive et impliqué,positif,48.89
143,Hélène,"Aucune considération client, mon avis est posté le 1/09/23 pour un souci qui dure depuis août 2022",1,01/09/2023,France,"J’ai rencontré un souci avec ma CB visa à partir d’août 2022 ( pour les paiements en ligne) j’ai effectué de nombreux appels durant lesquels les conseillers ont fait leur job correctement et ont envoyé à plusieurs reprises mon dossier au service supérieur car ils ne trouvaient pas l’issue. Aucune réponse, j’ai donc dû relancer plusieurs fois. Le souci persistait et nous sommes en oct 2022 lorsque je reçois un mail indiquant « votre numéro de téléphone est bien pris en compte, vous ne devriez pas rencontrer de souci, je vous invite à voir avec le commerçant » Mail assez drôle car ce problème je l’ai eu chez tous les commerçants (mc do, Leclerc, cultura, Intermarché, …) c’est un travail fastidieux qu’on me demande alors que le souci vient de chez eux. Et de plus les conseillers précédents ont noté tout cela et ont en amont vérifié que mon numéro de téléphone était ok etc…. Bref, j’apporte une réponse à ce mail et bien entendu aucune retour de leur part. Nov 2022 j’envoie un courrier en AR expliquant les soucis et demandant également la procédure de résiliation : aucune réponse + des réclamations envoyées depuis mon espace restées sans réponse aussi. J’ai de nouveau dû appeler pour pouvoir avoir la réponse à ma demande de résiliation notamment. Le souci existe toujours mais je ne me sers plus de ce compte, j’ai dû ouvrir un compte ailleurs pour pouvoir avoir une carte fonctionnelle aussi bien en ligne que physiquement.Les conseillers qui répondent font bien leur travail, c’est plus haut où il y’a souci : Aucune considération des clients depuis ce passage Orange Bank. De base je suis une cliente Groupama banque et tout se passait très bien puis orange bank est arrivée. Pas étonnée de la fermeture annoncée vu les soucis de compétences. Aucun besoin de vous déconseiller étant donné que cela va fermer.",très négatif,51.53
